,Date,USD (PM),roi,roi_Value,roi_Value_percent,Date_year,Date_month,Date_day,month_mean_Value,month_roi
0,2016-09-12,1324.6,,,,2016,9,12,1323.4833333333333,1
1,2016-09-13,1323.65,-1,-0.9499999999998181,-0.0717197644571809,2016,9,13,1323.4833333333333,1
2,2016-09-14,1321.75,-1,-1.900000000000091,-0.14354247724096936,2016,9,14,1323.4833333333333,-1
3,2016-09-15,1310.8,-1,-10.950000000000045,-0.8284471344808053,2016,9,15,1323.4833333333333,-1
4,2016-09-16,1308.35,-1,-2.4500000000000455,-0.18690875801037882,2016,9,16,1323.4833333333333,-1
5,2016-09-19,1314.85,1,6.5,0.49680895784767076,2016,9,19,1323.4833333333333,-1
6,2016-09-20,1313.8,-1,-1.0499999999999545,-0.07985701791078485,2016,9,20,1323.4833333333333,-1
7,2016-09-21,1326.1,1,12.299999999999955,0.9362155579235771,2016,9,21,1323.4833333333333,1
8,2016-09-22,1339.1,1,13.0,0.9803182263781013,2016,9,22,1323.4833333333333,1
9,2016-09-23,1338.65,-1,-0.4499999999998181,-0.033604659846151755,2016,9,23,1323.4833333333333,1
10,2016-09-26,1340.5,1,1.849999999999909,0.13819893175960177,2016,9,26,1323.4833333333333,1
11,2016-09-27,1327.0,-1,-13.5,-1.0070869078701976,2016,9,27,1323.4833333333333,1
12,2016-09-28,1322.5,-1,-4.5,-0.3391107761868877,2016,9,28,1323.4833333333333,-1
13,2016-09-29,1318.1,-1,-4.400000000000091,-0.33270321361059285,2016,9,29,1323.4833333333333,-1
14,2016-09-30,1322.5,1,4.400000000000091,0.3338138229269472,2016,9,30,1323.4833333333333,-1
15,2016-10-03,1313.3,-1,-9.200000000000045,-0.6956521739130469,2016,10,3,1266.5690476190478,1
16,2016-10-04,1283.3,-1,-30.0,-2.2843219371050028,2016,10,4,1266.5690476190478,1
17,2016-10-05,1269.4,-1,-13.899999999999864,-1.0831450167536714,2016,10,5,1266.5690476190478,1
18,2016-10-06,1254.5,-1,-14.900000000000091,-1.1737828895541271,2016,10,6,1266.5690476190478,-1
19,2016-10-07,1258.75,1,4.25,0.3387803905938621,2016,10,7,1266.5690476190478,-1
20,2016-10-10,1259.5,1,0.75,0.05958291956305859,2016,10,10,1266.5690476190478,-1
21,2016-10-11,1253.45,-1,-6.0499999999999545,-0.48034934497816234,2016,10,11,1266.5690476190478,-1
22,2016-10-12,1256.5,1,3.0499999999999545,0.24332841357851964,2016,10,12,1266.5690476190478,-1
23,2016-10-13,1261.05,1,4.5499999999999545,0.3621169916434504,2016,10,13,1266.5690476190478,-1
24,2016-10-14,1251.75,-1,-9.299999999999955,-0.73748067086951,2016,10,14,1266.5690476190478,-1
25,2016-10-17,1254.8,1,3.0499999999999545,0.2436588775713964,2016,10,17,1266.5690476190478,-1
26,2016-10-18,1258.2,1,3.400000000000091,0.27095951546063846,2016,10,18,1266.5690476190478,-1
27,2016-10-19,1269.05,1,10.849999999999909,0.8623430297249968,2016,10,19,1266.5690476190478,1
28,2016-10-20,1271.65,1,2.6000000000001364,0.20487766439463667,2016,10,20,1266.5690476190478,1
29,2016-10-21,1266.05,-1,-5.600000000000136,-0.44037274407267224,2016,10,21,1266.5690476190478,-1
30,2016-10-24,1265.55,-1,-0.5,-0.03949291102247147,2016,10,24,1266.5690476190478,-1
31,2016-10-25,1269.4,1,3.8500000000001364,0.3042155584528574,2016,10,25,1266.5690476190478,1
32,2016-10-26,1270.5,1,1.099999999999909,0.08665511265163928,2016,10,26,1266.5690476190478,1
33,2016-10-27,1266.25,-1,-4.25,-0.33451397087760726,2016,10,27,1266.5690476190478,-1
34,2016-10-28,1273.0,1,6.75,0.5330700888450148,2016,10,28,1266.5690476190478,1
35,2016-10-31,1272.0,-1,-1.0,-0.07855459544383347,2016,10,31,1266.5690476190478,1
36,2016-11-01,1288.45,1,16.450000000000045,1.2932389937106954,2016,11,1,1235.9795454545454,1
37,2016-11-02,1303.75,1,15.299999999999955,1.1874733206565993,2016,11,2,1235.9795454545454,1
38,2016-11-03,1301.0,-1,-2.75,-0.21093000958772773,2016,11,3,1235.9795454545454,1
39,2016-11-04,1302.8,1,1.7999999999999545,0.1383551114527252,2016,11,4,1235.9795454545454,1
40,2016-11-07,1283.05,-1,-19.75,-1.5159656125268652,2016,11,7,1235.9795454545454,1
41,2016-11-08,1282.35,-1,-0.7000000000000455,-0.05455749970773123,2016,11,8,1235.9795454545454,1
42,2016-11-09,1281.4,-1,-0.9499999999998181,-0.07408273872186363,2016,11,9,1235.9795454545454,1
43,2016-11-10,1267.5,-1,-13.900000000000091,-1.084751053535203,2016,11,10,1235.9795454545454,1
44,2016-11-11,1236.45,-1,-31.049999999999955,-2.449704142011831,2016,11,11,1235.9795454545454,1
45,2016-11-14,1213.6,-1,-22.850000000000136,-1.848032674188211,2016,11,14,1235.9795454545454,-1
46,2016-11-15,1226.95,1,13.350000000000136,1.1000329597890686,2016,11,15,1235.9795454545454,-1
47,2016-11-16,1229.2,1,2.25,0.18338155589062308,2016,11,16,1235.9795454545454,-1
48,2016-11-17,1226.75,-1,-2.4500000000000455,-0.19931662870159825,2016,11,17,1235.9795454545454,-1
49,2016-11-18,1211.0,-1,-15.75,-1.2838801711840229,2016,11,18,1235.9795454545454,-1
50,2016-11-21,1214.25,1,3.25,0.26837324525185796,2016,11,21,1235.9795454545454,-1
51,2016-11-22,1212.25,-1,-2.0,-0.16471072678608192,2016,11,22,1235.9795454545454,-1
52,2016-11-23,1185.35,-1,-26.90000000000009,-2.2190142297380975,2016,11,23,1235.9795454545454,-1
53,2016-11-24,1186.1,1,0.75,0.06327245117475852,2016,11,24,1235.9795454545454,-1
54,2016-11-25,1187.7,1,1.6000000000001364,0.13489587724476323,2016,11,25,1235.9795454545454,-1
55,2016-11-28,1187.0,-1,-0.7000000000000455,-0.05893744211501604,2016,11,28,1235.9795454545454,-1
56,2016-11-29,1186.55,-1,-0.4500000000000455,-0.037910699241789844,2016,11,29,1235.9795454545454,-1
57,2016-11-30,1178.1,-1,-8.450000000000045,-0.7121486663014661,2016,11,30,1235.9795454545454,-1
58,2016-12-01,1161.85,-1,-16.25,-1.3793396146337324,2016,12,1,1150.33375,1
59,2016-12-02,1173.5,1,11.650000000000091,1.0027111933554325,2016,12,2,1150.33375,1
60,2016-12-05,1162.2,-1,-11.299999999999955,-0.9629314017895148,2016,12,5,1150.33375,1
61,2016-12-06,1172.5,1,10.299999999999955,0.8862502151092716,2016,12,6,1150.33375,1
62,2016-12-07,1177.65,1,5.150000000000091,0.43923240938167085,2016,12,7,1150.33375,1
63,2016-12-08,1171.05,-1,-6.600000000000136,-0.5604381607438659,2016,12,8,1150.33375,1
64,2016-12-09,1163.6,-1,-7.4500000000000455,-0.6361812049015879,2016,12,9,1150.33375,1
65,2016-12-12,1156.1,-1,-7.5,-0.6445513922310073,2016,12,12,1150.33375,1
66,2016-12-13,1158.55,1,2.4500000000000455,0.21191938413632436,2016,12,13,1150.33375,1
67,2016-12-14,1162.25,1,3.7000000000000455,0.3193647231453149,2016,12,14,1150.33375,1
68,2016-12-15,1126.95,-1,-35.299999999999955,-3.0372123037212266,2016,12,15,1150.33375,-1
69,2016-12-16,1131.6,1,4.649999999999864,0.4126181285771208,2016,12,16,1150.33375,-1
70,2016-12-19,1136.25,1,4.650000000000091,0.4109225874867525,2016,12,19,1150.33375,-1
71,2016-12-20,1125.7,-1,-10.549999999999955,-0.9284928492849245,2016,12,20,1150.33375,-1
72,2016-12-21,1133.65,1,7.9500000000000455,0.7062272363862526,2016,12,21,1150.33375,-1
73,2016-12-22,1131.35,-1,-2.300000000000182,-0.2028844881577367,2016,12,22,1150.33375,-1
74,2016-12-23,1132.975,1,1.625,0.14363371193706634,2016,12,23,1150.33375,-1
75,2016-12-28,1134.6,1,1.625,0.1434277014055915,2016,12,28,1150.33375,-1
76,2016-12-29,1145.9,1,11.300000000000182,0.9959457077384262,2016,12,29,1150.33375,-1
77,2016-12-30,1148.45,1,2.5499999999999545,0.22253250719957712,2016,12,30,1150.33375,-1
78,2017-01-03,1151.0,1,2.5499999999999545,0.22203839958204138,2017,1,3,1192.6166666666668,-1
79,2017-01-04,1164.25,1,13.25,1.1511728931364031,2017,1,4,1192.6166666666668,-1
80,2017-01-05,1176.7,1,12.450000000000045,1.0693579557655182,2017,1,5,1192.6166666666668,-1
81,2017-01-06,1175.85,-1,-0.8500000000001364,-0.07223591399678221,2017,1,6,1192.6166666666668,-1
82,2017-01-09,1178.5,1,2.650000000000091,0.22536888208530775,2017,1,9,1192.6166666666668,-1
83,2017-01-10,1189.5,1,11.0,0.9333899024183283,2017,1,10,1192.6166666666668,-1
84,2017-01-11,1178.55,-1,-10.950000000000045,-0.9205548549810884,2017,1,11,1192.6166666666668,-1
85,2017-01-12,1205.05,1,26.5,2.248525730770863,2017,1,12,1192.6166666666668,1
86,2017-01-13,1190.35,-1,-14.700000000000045,-1.2198663955852493,2017,1,13,1192.6166666666668,-1
87,2017-01-16,1203.0,1,12.650000000000091,1.062712647540647,2017,1,16,1192.6166666666668,1
88,2017-01-17,1216.05,1,13.049999999999955,1.0847880299251833,2017,1,17,1192.6166666666668,1
89,2017-01-18,1214.75,-1,-1.2999999999999545,-0.1069034990337531,2017,1,18,1192.6166666666668,1
90,2017-01-19,1196.05,-1,-18.700000000000045,-1.539411401522951,2017,1,19,1192.6166666666668,1
91,2017-01-20,1200.55,1,4.5,0.37623845156975044,2017,1,20,1192.6166666666668,1
92,2017-01-23,1212.85,1,12.299999999999955,1.0245304235558665,2017,1,23,1192.6166666666668,1
93,2017-01-24,1216.8,1,3.9500000000000455,0.3256791853897882,2017,1,24,1192.6166666666668,1
94,2017-01-25,1195.0,-1,-21.799999999999955,-1.7915844838921724,2017,1,25,1192.6166666666668,1
95,2017-01-26,1189.7,-1,-5.2999999999999545,-0.4435146443514606,2017,1,26,1192.6166666666668,-1
96,2017-01-27,1184.85,-1,-4.850000000000136,-0.4076657981003729,2017,1,27,1192.6166666666668,-1
97,2017-01-30,1192.8,1,7.9500000000000455,0.6709710089884835,2017,1,30,1192.6166666666668,1
98,2017-01-31,1212.8,1,20.0,1.676727028839705,2017,1,31,1192.6166666666668,1
99,2017-02-01,1203.65,-1,-9.149999999999864,-0.7544525065962948,2017,2,1,1234.3575,-1
100,2017-02-02,1221.95,1,18.299999999999955,1.5203755244464714,2017,2,2,1234.3575,-1
101,2017-02-03,1215.2,-1,-6.75,-0.5523957608740128,2017,2,3,1234.3575,-1
102,2017-02-06,1226.75,1,11.549999999999955,0.9504608294930837,2017,2,6,1234.3575,-1
103,2017-02-07,1231.0,1,4.25,0.34644385571632363,2017,2,7,1234.3575,-1
104,2017-02-08,1242.1,1,11.099999999999909,0.9017059301380917,2017,2,8,1234.3575,1
105,2017-02-09,1236.8,-1,-5.2999999999999545,-0.42669672329119673,2017,2,9,1234.3575,1
106,2017-02-10,1228.3,-1,-8.5,-0.6872574385510997,2017,2,10,1234.3575,-1
107,2017-02-13,1222.25,-1,-6.0499999999999545,-0.4925506798013478,2017,2,13,1234.3575,-1
108,2017-02-14,1230.75,1,8.5,0.6954387400286357,2017,2,14,1234.3575,-1
109,2017-02-15,1224.4,-1,-6.349999999999909,-0.5159455616493933,2017,2,15,1234.3575,-1
110,2017-02-16,1240.55,1,16.149999999999864,1.3190133943155717,2017,2,16,1234.3575,1
111,2017-02-17,1241.95,1,1.400000000000091,0.11285316996494225,2017,2,17,1234.3575,1
112,2017-02-20,1237.3,-1,-4.650000000000091,-0.37441120818069096,2017,2,20,1234.3575,1
113,2017-02-21,1233.2,-1,-4.099999999999909,-0.331366685524926,2017,2,21,1234.3575,-1
114,2017-02-22,1236.65,1,3.4500000000000455,0.27975997405125247,2017,2,22,1234.3575,1
115,2017-02-23,1247.9,1,11.25,0.9097157643634011,2017,2,23,1234.3575,1
116,2017-02-24,1253.65,1,5.75,0.46077410048882117,2017,2,24,1234.3575,1
117,2017-02-27,1257.2,1,3.5499999999999545,0.2831731344474099,2017,2,27,1234.3575,1
118,2017-02-28,1255.6,-1,-1.6000000000001364,-0.1272669424117194,2017,2,28,1234.3575,1
119,2017-03-01,1240.4,-1,-15.199999999999818,-1.2105766167569145,2017,3,1,1231.0934782608697,1
120,2017-03-02,1238.1,-1,-2.300000000000182,-0.18542405675589985,2017,3,2,1231.0934782608697,1
121,2017-03-03,1226.5,-1,-11.599999999999909,-0.9369194733866335,2017,3,3,1231.0934782608697,-1
122,2017-03-06,1230.95,1,4.4500000000000455,0.3628210354667791,2017,3,6,1231.0934782608697,-1
123,2017-03-07,1216.65,-1,-14.299999999999955,-1.1617043746699667,2017,3,7,1231.0934782608697,-1
124,2017-03-08,1209.2,-1,-7.4500000000000455,-0.612337155303501,2017,3,8,1231.0934782608697,-1
125,2017-03-09,1206.55,-1,-2.650000000000091,-0.21915315911347097,2017,3,9,1231.0934782608697,-1
126,2017-03-10,1202.65,-1,-3.8999999999998636,-0.32323567195722214,2017,3,10,1231.0934782608697,-1
127,2017-03-13,1204.2,1,1.5499999999999545,0.12888205213486503,2017,3,13,1231.0934782608697,-1
128,2017-03-14,1204.6,1,0.3999999999998636,0.03321707357580664,2017,3,14,1231.0934782608697,-1
129,2017-03-15,1198.8,-1,-5.7999999999999545,-0.4814876307487926,2017,3,15,1231.0934782608697,-1
130,2017-03-16,1229.35,1,30.549999999999955,2.548381715048378,2017,3,16,1231.0934782608697,-1
131,2017-03-17,1229.6,1,0.25,0.020335949892219467,2017,3,17,1231.0934782608697,-1
132,2017-03-20,1232.4,1,2.800000000000182,0.22771633051400308,2017,3,20,1231.0934782608697,1
133,2017-03-21,1241.6,1,9.199999999999818,0.7465108730931367,2017,3,21,1231.0934782608697,1
134,2017-03-22,1249.05,1,7.4500000000000455,0.6000322164948491,2017,3,22,1231.0934782608697,1
135,2017-03-23,1247.5,-1,-1.5499999999999545,-0.1240943116768708,2017,3,23,1231.0934782608697,1
136,2017-03-24,1247.5,0,0.0,0.0,2017,3,24,1231.0934782608697,1
137,2017-03-27,1257.55,1,10.049999999999955,0.8056112224448861,2017,3,27,1231.0934782608697,1
138,2017-03-28,1257.25,-1,-0.2999999999999545,-0.02385591030177365,2017,3,28,1231.0934782608697,1
139,2017-03-29,1251.1,-1,-6.150000000000091,-0.48916285543846416,2017,3,29,1231.0934782608697,1
140,2017-03-30,1248.8,-1,-2.2999999999999545,-0.18383822236431577,2017,3,30,1231.0934782608697,1
141,2017-03-31,1244.85,-1,-3.9500000000000455,-0.31630365150544887,2017,3,31,1231.0934782608697,1
142,2017-04-03,1247.25,1,2.400000000000091,0.1927943125677866,2017,4,3,1265.6277777777777,-1
143,2017-04-04,1257.65,1,10.400000000000091,0.8338344357586763,2017,4,4,1265.6277777777777,-1
144,2017-04-05,1245.8,-1,-11.850000000000136,-0.9422335307915664,2017,4,5,1265.6277777777777,-1
145,2017-04-06,1252.5,1,6.7000000000000455,0.5378070316262679,2017,4,6,1265.6277777777777,-1
146,2017-04-07,1266.45,1,13.950000000000045,1.113772455089824,2017,4,7,1265.6277777777777,1
147,2017-04-10,1250.05,-1,-16.40000000000009,-1.2949583481385045,2017,4,10,1265.6277777777777,-1
148,2017-04-11,1252.9,1,2.8500000000001364,0.22799088036479634,2017,4,11,1265.6277777777777,-1
149,2017-04-12,1274.3,1,21.399999999999864,1.7080373533402395,2017,4,12,1265.6277777777777,1
150,2017-04-13,1284.15,1,9.850000000000136,0.7729733971592354,2017,4,13,1265.6277777777777,1
151,2017-04-18,1278.95,-1,-5.2000000000000455,-0.40493711793793913,2017,4,18,1265.6277777777777,1
152,2017-04-19,1279.05,1,0.09999999999990905,0.007818913952844838,2017,4,19,1265.6277777777777,1
153,2017-04-20,1282.1,1,3.0499999999999545,0.23845823071810754,2017,4,20,1265.6277777777777,1
154,2017-04-21,1281.85,-1,-0.25,-0.019499259028156933,2017,4,21,1265.6277777777777,1
155,2017-04-24,1269.4,-1,-12.449999999999818,-0.9712524866403884,2017,4,24,1265.6277777777777,1
156,2017-04-25,1267.8,-1,-1.6000000000001364,-0.1260438002205874,2017,4,25,1265.6277777777777,1
157,2017-04-26,1261.85,-1,-5.9500000000000455,-0.4693169269600919,2017,4,26,1265.6277777777777,-1
158,2017-04-27,1262.8,1,0.9500000000000455,0.07528628600864172,2017,4,27,1265.6277777777777,-1
159,2017-04-28,1266.45,1,3.650000000000091,0.28904022806462554,2017,4,28,1265.6277777777777,1
160,2017-05-02,1255.45,-1,-11.0,-0.8685696237514312,2017,5,2,1245.0047619047618,1
161,2017-05-03,1250.3,-1,-5.150000000000091,-0.4102114779561186,2017,5,3,1245.0047619047618,1
162,2017-05-04,1228.45,-1,-21.84999999999991,-1.7475805806606342,2017,5,4,1245.0047619047618,-1
163,2017-05-05,1228.05,-1,-0.40000000000009095,-0.032561357808628025,2017,5,5,1245.0047619047618,-1
164,2017-05-08,1229.8,1,1.75,0.14250234110988969,2017,5,8,1245.0047619047618,-1
165,2017-05-09,1220.4,-1,-9.399999999999864,-0.7643519271426137,2017,5,9,1245.0047619047618,-1
166,2017-05-10,1222.95,1,2.5499999999999545,0.20894788593903263,2017,5,10,1245.0047619047618,-1
167,2017-05-11,1223.15,1,0.20000000000004547,0.016353898360525407,2017,5,11,1245.0047619047618,-1
168,2017-05-12,1231.25,1,8.099999999999909,0.6622245840657244,2017,5,12,1245.0047619047618,-1
169,2017-05-15,1233.3,1,2.0499999999999545,0.16649746192893033,2017,5,15,1245.0047619047618,-1
170,2017-05-16,1234.2,1,0.900000000000091,0.07297494526879843,2017,5,16,1245.0047619047618,-1
171,2017-05-17,1257.4,1,23.200000000000045,1.8797601685302257,2017,5,17,1245.0047619047618,1
172,2017-05-18,1255.9,-1,-1.5,-0.11929378081756002,2017,5,18,1245.0047619047618,1
173,2017-05-19,1252.0,-1,-3.900000000000091,-0.3105342782068708,2017,5,19,1245.0047619047618,1
174,2017-05-22,1258.85,1,6.849999999999909,0.5471246006389704,2017,5,22,1245.0047619047618,1
175,2017-05-23,1260.2,1,1.3500000000001364,0.10724073559201942,2017,5,23,1245.0047619047618,1
176,2017-05-24,1252.55,-1,-7.650000000000091,-0.6070465005554746,2017,5,24,1245.0047619047618,1
177,2017-05-25,1256.95,1,4.400000000000091,0.3512833819009294,2017,5,25,1245.0047619047618,1
178,2017-05-26,1265.05,1,8.099999999999909,0.6444170412506391,2017,5,26,1245.0047619047618,1
179,2017-05-30,1262.7,-1,-2.349999999999909,-0.18576340856091927,2017,5,30,1245.0047619047618,1
180,2017-05-31,1266.2,1,3.5,0.277183812465352,2017,5,31,1245.0047619047618,1
181,2017-06-01,1264.85,-1,-1.3500000000001364,-0.10661822776813587,2017,6,1,1260.2568181818183,1
182,2017-06-02,1274.95,1,10.100000000000136,0.7985136577459886,2017,6,2,1260.2568181818183,1
183,2017-06-05,1279.95,1,5.0,0.3921722420487078,2017,6,5,1260.2568181818183,1
184,2017-06-06,1293.5,1,13.549999999999955,1.0586351029337047,2017,6,6,1260.2568181818183,1
185,2017-06-07,1291.0,-1,-2.5,-0.1932740626207963,2017,6,7,1260.2568181818183,1
186,2017-06-08,1273.1,-1,-17.90000000000009,-1.3865220759101542,2017,6,8,1260.2568181818183,1
187,2017-06-09,1266.55,-1,-6.5499999999999545,-0.5144921844316986,2017,6,9,1260.2568181818183,1
188,2017-06-12,1266.4,-1,-0.14999999999986358,-0.011843196083839058,2017,6,12,1260.2568181818183,1
189,2017-06-13,1262.0,-1,-4.400000000000091,-0.34744156664561676,2017,6,13,1260.2568181818183,1
190,2017-06-14,1275.5,1,13.5,1.06973058637084,2017,6,14,1260.2568181818183,1
191,2017-06-15,1254.55,-1,-20.950000000000045,-1.6424931399451232,2017,6,15,1260.2568181818183,-1
192,2017-06-16,1255.4,1,0.8500000000001364,0.06775337770516411,2017,6,16,1260.2568181818183,-1
193,2017-06-19,1248.15,-1,-7.25,-0.577505177632627,2017,6,19,1260.2568181818183,-1
194,2017-06-20,1242.2,-1,-5.9500000000000455,-0.47670552417578377,2017,6,20,1260.2568181818183,-1
195,2017-06-21,1242.5,1,0.2999999999999545,0.024150700370307077,2017,6,21,1260.2568181818183,-1
196,2017-06-22,1250.8,1,8.299999999999955,0.6680080482897348,2017,6,22,1260.2568181818183,-1
197,2017-06-23,1255.7,1,4.900000000000091,0.39174928046051255,2017,6,23,1260.2568181818183,-1
198,2017-06-26,1245.25,-1,-10.450000000000045,-0.8322051445408971,2017,6,26,1260.2568181818183,-1
199,2017-06-27,1249.55,1,4.2999999999999545,0.3453121863079666,2017,6,27,1260.2568181818183,-1
200,2017-06-28,1248.0,-1,-1.5499999999999545,-0.12404465607618378,2017,6,28,1260.2568181818183,-1
201,2017-06-29,1243.5,-1,-4.5,-0.3605769230769231,2017,6,29,1260.2568181818183,-1
202,2017-06-30,1242.25,-1,-1.25,-0.10052271813429835,2017,6,30,1260.2568181818183,-1
203,2017-07-03,1229.25,-1,-13.0,-1.046488227007446,2017,7,3,1236.2214285714285,-1
204,2017-07-04,1223.75,-1,-5.5,-0.44742729306487694,2017,7,4,1236.2214285714285,-1
205,2017-07-05,1220.3,-1,-3.4500000000000455,-0.2819203268641508,2017,7,5,1236.2214285714285,-1
206,2017-07-06,1224.9,1,4.600000000000136,0.37695648610998417,2017,7,6,1236.2214285714285,-1
207,2017-07-07,1215.65,-1,-9.25,-0.755163686831578,2017,7,7,1236.2214285714285,-1
208,2017-07-10,1211.9,-1,-3.75,-0.30847694648953233,2017,7,10,1236.2214285714285,-1
209,2017-07-11,1211.05,-1,-0.8500000000001364,-0.07013780014853835,2017,7,11,1236.2214285714285,-1
210,2017-07-12,1218.8,1,7.75,0.6399405474588168,2017,7,12,1236.2214285714285,-1
211,2017-07-13,1218.9,1,0.10000000000013642,0.008204791598304598,2017,7,13,1236.2214285714285,-1
212,2017-07-14,1230.3,1,11.399999999999864,0.9352695052916452,2017,7,14,1236.2214285714285,-1
213,2017-07-17,1234.1,1,3.7999999999999545,0.30886775583190723,2017,7,17,1236.2214285714285,-1
214,2017-07-18,1240.75,1,6.650000000000091,0.5388542257515673,2017,7,18,1236.2214285714285,1
215,2017-07-19,1242.15,1,1.400000000000091,0.11283497884344879,2017,7,19,1236.2214285714285,1
216,2017-07-20,1238.7,-1,-3.4500000000000455,-0.27774423378819346,2017,7,20,1236.2214285714285,1
217,2017-07-21,1248.55,1,9.849999999999909,0.7951885040768474,2017,7,21,1236.2214285714285,1
218,2017-07-24,1255.55,1,7.0,0.5606503544111169,2017,7,24,1236.2214285714285,1
219,2017-07-25,1254.4,-1,-1.1499999999998636,-0.09159332563417336,2017,7,25,1236.2214285714285,1
